337.6451669444,-239.2202351948,31.5363766330
344.0614247760,-239.2641978360,32.0225576174
350.4633823022,-239.3706757029,31.2624103631
356.6858161693,-239.5392321237,29.2301200635
362.6063413560,-239.7720310392,25.8658152212
368.0797660474,-240.0755430917,21.0193581288
372.2681220504,-240.4061111470,15.3737439223
375.4260602493,-240.7680715596,8.8892280989
377.1491104588,-241.1059927682,2.5765657179
377.6321326738,-241.5009480042,-5.1195865188
376.1244230276,-241.9051898760,-13.4151414539
373.7181634094,-242.1818044034,-19.3849885461
377.1664222106,-246.9526340324,-9.4487789158
359.5009664382,-245.2146305795,28.4525979358
365.4757902263,-245.4850703635,24.2661791825
370.8088466680,-245.8377149389,18.4979804645
374.2602879026,-246.1751236273,12.7658775228
376.7115388001,-246.5548767392,6.1259500497
377.7895319312,-246.9205654499,-0.4337315497
341.6179832176,-245.1464067601,32.5088930548
375.1315805541,-248.0498930290,-16.3827785841
348.9852134107,-246.0087576043,32.1720541124
337.8306970751,-250.6592521319,32.5104132673
354.2081821576,-250.7645864064,31.3387243281
362.0181984564,-251.0032849043,27.5758604775
367.7663406647,-251.2955819329,22.8374289363
372.8450585877,-251.6903881865,16.3454658314
375.9714320009,-252.0832542652,9.8124426759
377.6292662192,-252.4639236822,3.4295036752
378.0470202084,-252.9236174236,-4.3351979005
376.5141780366,-253.4117543416,-12.6520481794
373.4341986308,-253.8347999223,-19.9293663502
344.2293681718,-251.4539121164,33.1088489780
350.3868350141,-256.0569444965,32.8557322431
358.1617325497,-256.1976982982,30.3171235298
370.7515604261,-256.8000795855,20.1354205581
378.2610814880,-258.0156687821,0.1684447375
377.5957459638,-258.5729667784,-8.8548998274
375.0899001357,-259.0574311681,-16.6412174859
365.1963527508,-256.8841935175,25.8956452280
374.6857485421,-257.6124544111,13.8686863871
377.2566517776,-258.0454006292,6.8091930189
337.9303585661,-257.0024962439,33.0330144957
344.1506105774,-258.7623785275,33.7229209479
378.3348354595,-263.3212935944,-4.6233434631
354.1825642790,-261.2646945157,32.3655918929
376.4546290606,-264.3045950962,-13.1549612564
361.5208596676,-261.7981442211,29.0173384456
368.2269127178,-262.1557898758,23.6185622654
376.3866146261,-263.0233595988,10.7013088408
372.7162053578,-263.3640446541,18.1206560769
378.0649799495,-264.3427794698,4.1892055646
336.0945959794,-263.5979371735,33.1446918053
348.4044500043,-263.9694803203,33.8274446984
374.3922733840,-268.5586287038,-17.6546537212
377.8170716199,-268.8455359474,-8.2252697418
378.5884028671,-268.6382551554,-0.5616129575
364.8382332767,-266.8696704308,26.9792514222
342.1600335805,-266.0980943480,34.1682141240
375.0935225429,-268.0932516433,14.3788284038
327.9848478491,-263.9896032921,30.0309258970
322.7004667138,-262.9405357721,26.3198313895
377.4515265514,-269.3592877426,8.1095577322
316.6507604330,-264.4021809527,20.0066175418
313.0148585661,-265.9671279180,13.7680081485
310.2337736222,-267.5885816219,3.8719321359
357.2455652216,-266.8184394602,31.5293179517
310.9090414019,-262.2119002028,7.4888251696
309.7786524366,-261.8687265522,0.0130646125
314.4161689930,-259.8181564789,16.2192577536
332.0079898391,-258.7230195946,31.3630174097
318.6279075676,-258.7218492948,22.0811378308
325.9721266825,-257.4732928177,28.2387455459
311.9728404544,-256.6987879430,10.9183219006
310.1165150665,-256.3504395856,4.0179228588
315.9108964570,-253.5849815294,18.3602677922
321.2118910610,-253.1967509735,24.3529102336
330.1897309168,-252.5982655413,30.1765529653
312.8538599346,-250.4045850790,12.9636617088
309.4560277978,-250.9890897890,-0.3918227586
310.4360737567,-248.4524848115,5.9883956103
317.5200794528,-247.3611627781,20.1778770735
322.9934403129,-247.0877725549,25.4536126862
328.6820066186,-246.4406465669,29.0093074149
314.1358404243,-244.1992193348,15.2030046527
309.3006197603,-244.5667928899,-0.6472169109
